Vulnerabilidad;Descripción;Solución;Dirección IP;Puerto;Nombre;Protocolo;Severidad;Explotable;cve;bid;Puntaje cvss;Nombre del plug-in;Información adicional;xref;Dirección mac;Sistema operativo;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.11;1067;RAGEGUY;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.11;1027;RAGEGUY;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.11;445;RAGEGUY;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.11;135;RAGEGUY;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A file / print sharing service is listening on the remote host.;The remote service understands the CIFS (Common Internet File System) or Server Message Block (SMB) protocol, used to provide shared access to files, printers, etc between nodes on a network.;n/a;172.17.7.11;139;RAGEGUY;tcp;None;False;;;;Microsoft Windows SMB Service Detection;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A file / print sharing service is listening on the remote host.;The remote service understands the CIFS (Common Internet File System) or Server Message Block (SMB) protocol, used to provide shared access to files, printers, etc between nodes on a network.;n/a;172.17.7.11;445;RAGEGUY;tcp;None;False;;;;Microsoft Windows SMB Service Detection;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote host allows resuming SSL sessions.;This script detects whether a host allows resuming SSL sessions by performing a full SSL handshake to receive a session ID, and then reconnecting with the previously used session ID.  If the server accepts the session ID in the second connection, the server maintains a cache of sessions that can be resumed.;n/a;172.17.7.12;1433;CHALLENGE;tcp;None;False;;;;SSL Session Resume Supported;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote host allows resuming SSL sessions.;This script detects whether a host allows resuming SSL sessions by performing a full SSL handshake to receive a session ID, and then reconnecting with the previously used session ID.  If the server accepts the session ID in the second connection, the server maintains a cache of sessions that can be resumed.;n/a;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;SSL Session Resume Supported;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to obtain sensitive information from the remote host with SSL/TLS-enabled services.;The remote host is affected by a man-in-the-middle (MitM) information disclosure vulnerability known as POODLE. The vulnerability is due to the way SSL 3.0 handles padding bytes when decrypting messages encrypted using block ciphers in cipher block chaining (CBC) mode. MitM attackers can decrypt a selected byte of a cipher text in as few as 256 tries if they are able to force a victim application to repeatedly send the same data over newly created SSL 3.0 connections.  As long as a client and service both support SSLv3, a connection can be &apos.rolled back&apos. to SSLv3, even if TLSv1 or newer is supported by the client and service.  The TLS Fallback SCSV mechanism prevents &apos.version rollback&apos. attacks without impacting legacy clients. however, it can only protect connections when the client and service support the mechanism. Sites that cannot disable SSLv3 immediately should enable this mechanism.  This is a vulnerability in the SSLv3 specification, not in any particular SSL implementation. Disabling SSLv3 is the only way to completely mitigate the vulnerability.;Disable SSLv3.  Services that must support SSLv3 should enable the TLS Fallback SCSV mechanism until SSLv3 can be disabled.;172.17.7.12;1433;CHALLENGE;tcp;Medium;True;CVE-2014-3566;70574;3.7;SSLv3 Padding Oracle On Downgraded Legacy Encryption Vulnerability (POODLE);https://www.imperialviolet.org/2014/10/14/poodle.html https://www.openssl.org/~bodo/ssl-poodle.pdf https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00;OSVDB:113251 CERT:577193;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service supports the use of the RC4 cipher.;The remote host supports the use of RC4 in one or more cipher suites. The RC4 cipher is flawed in its generation of a pseudo-random stream of bytes so that a wide variety of small biases are introduced into the stream, decreasing its randomness.  If plaintext is repeatedly encrypted (e.g., HTTP cookies), and an attacker is able to obtain many (i.e., tens of millions) ciphertexts, the attacker may be able to derive the plaintext.;Reconfigure the affected application, if possible, to avoid use of RC4 ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser and web server support.;172.17.7.12;1433;CHALLENGE;tcp;Low;False;CVE-2013-2566 CVE-2015-2808;58796 73684;2.3;SSL RC4 Cipher Suites Supported (Bar Mitzvah);http://www.nessus.org/u?217a3666 http://cr.yp.to/talks/2013.03.12/slides.pdf http://www.isg.rhul.ac.uk/tls/ http://www.imperva.com/docs/HII_Attacking_SSL_when_using_RC4.pdf;OSVDB:91162 OSVDB:117855;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service supports the use of the RC4 cipher.;The remote host supports the use of RC4 in one or more cipher suites. The RC4 cipher is flawed in its generation of a pseudo-random stream of bytes so that a wide variety of small biases are introduced into the stream, decreasing its randomness.  If plaintext is repeatedly encrypted (e.g., HTTP cookies), and an attacker is able to obtain many (i.e., tens of millions) ciphertexts, the attacker may be able to derive the plaintext.;Reconfigure the affected application, if possible, to avoid use of RC4 ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser and web server support.;172.17.7.12;3389;CHALLENGE;tcp;Low;False;CVE-2013-2566 CVE-2015-2808;58796 73684;2.3;SSL RC4 Cipher Suites Supported (Bar Mitzvah);http://www.nessus.org/u?217a3666 http://cr.yp.to/talks/2013.03.12/slides.pdf http://www.isg.rhul.ac.uk/tls/ http://www.imperva.com/docs/HII_Attacking_SSL_when_using_RC4.pdf;OSVDB:91162 OSVDB:117855;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service encrypts traffic using a protocol with known weaknesses.;The remote service accepts connections encrypted using SSL 2.0 and/or SSL 3.0. These versions of SSL are affected by several cryptographic flaws. An attacker can exploit these flaws to conduct man-in-the-middle attacks or to decrypt communications between the affected service and clients.  NIST has determined that SSL 3.0 is no longer acceptable for secure communications. As of the date of enforcement found in PCI DSS v3.1, any version of SSL will not meet the PCI SSC&apos.S definition of &apos.strong cryptography&apos..;Consult the application&apos.s documentation to disable SSL 2.0 and 3.0. Use TLS 1.1 (with approved cipher suites) or higher instead.;172.17.7.12;1433;CHALLENGE;tcp;Medium;False;;;;SSL Version 2 and 3 Protocol Detection;http://www.schneier.com/paper-ssl.pdf http://support.microsoft.com/kb/187498 http://www.nessus.org/u?247c4540 https://www.openssl.org/~bodo/ssl-poodle.pdf http://www.nessus.org/u?5d15ba70 https://www.imperialviolet.org/2014/10/14/poodle.html https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service supports the use of SSL Perfect Forward Secrecy ciphers, which maintain confidentiality even if the key is stolen.;The remote host supports the use of SSL ciphers that offer Perfect Forward Secrecy (PFS) encryption.  These cipher suites ensure that recorded SSL traffic cannot be broken at a future date if the server&apos.s private key is compromised.;n/a;172.17.7.12;1433;CHALLENGE;tcp;None;False;;;;SSL Perfect Forward Secrecy Cipher Suites Supported;http://www.openssl.org/docs/apps/ciphers.html http://en.wikipedia.org/wiki/Diffie-Hellman_key_exchange http://en.wikipedia.org/wiki/Perfect_forward_secrecy;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service supports the use of SSL Perfect Forward Secrecy ciphers, which maintain confidentiality even if the key is stolen.;The remote host supports the use of SSL ciphers that offer Perfect Forward Secrecy (PFS) encryption.  These cipher suites ensure that recorded SSL traffic cannot be broken at a future date if the server&apos.s private key is compromised.;n/a;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;SSL Perfect Forward Secrecy Cipher Suites Supported;http://www.openssl.org/docs/apps/ciphers.html http://en.wikipedia.org/wiki/Diffie-Hellman_key_exchange http://en.wikipedia.org/wiki/Perfect_forward_secrecy;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service supports the use of SSL Cipher Block Chaining ciphers, which combine previous blocks with subsequent ones.;The remote host supports the use of SSL ciphers that operate in Cipher Block Chaining (CBC) mode.  These cipher suites offer additional security over Electronic Codebook (ECB) mode, but have the potential to leak information if used improperly.;n/a;172.17.7.12;1433;CHALLENGE;tcp;None;False;;;;SSL Cipher Block Chaining Cipher Suites Supported;http://www.openssl.org/docs/apps/ciphers.html http://www.nessus.org/u?cc4a822a http://www.openssl.org/~bodo/tls-cbc.txt;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service supports the use of SSL Cipher Block Chaining ciphers, which combine previous blocks with subsequent ones.;The remote host supports the use of SSL ciphers that operate in Cipher Block Chaining (CBC) mode.  These cipher suites offer additional security over Electronic Codebook (ECB) mode, but have the potential to leak information if used improperly.;n/a;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;SSL Cipher Block Chaining Cipher Suites Supported;http://www.openssl.org/docs/apps/ciphers.html http://www.nessus.org/u?cc4a822a http://www.openssl.org/~bodo/tls-cbc.txt;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It may be possible to get access to the remote host.;The remote version of the Remote Desktop Protocol Server (Terminal Service) is vulnerable to a man-in-the-middle (MiTM) attack. The RDP client makes no effort to validate the identity of the server when setting up encryption. An attacker with the ability to intercept traffic from the RDP server can establish encryption with the client and server without being detected. A MiTM attack of this nature would allow the attacker to obtain any sensitive information transmitted, including authentication credentials.  This flaw exists because the RDP server stores a hard-coded RSA private key in the mstlsapi.dll library. Any local user with access to this file (on any Windows system) can retrieve the key and use it for this attack.; Force the use of SSL as a transport layer for this service if supported, or/and  - Select the &apos.Allow connections only from computers running Remote Desktop with Network Level Authentication&apos. setting if it is available.;172.17.7.12;3389;CHALLENGE;tcp;Medium;True;CVE-2005-1794;13818;4.6;Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness;http://www.oxid.it/downloads/rdp-gbu.pdf http://www.nessus.org/u?e2628096 http://technet.microsoft.com/en-us/library/cc782610.aspx;OSVDB:17131;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote host is using weak cryptography.;The remote Terminal Services service is not configured to use strong cryptography.   Using weak cryptography with this service may allow an attacker to eavesdrop on the communications more easily and obtain screenshots and/or keystrokes.;Change RDP encryption level to one of :   3. High   4. FIPS Compliant;172.17.7.12;3389;CHALLENGE;tcp;Medium;False;;;;Terminal Services Encryption Level is Medium or Low;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote host is not FIPS-140 compliant.;The encryption setting used by the remote Terminal Services service is not FIPS-140 compliant.;Change RDP encryption level to :   4. FIPS Compliant;172.17.7.12;3389;CHALLENGE;tcp;Low;False;;;;Terminal Services Encryption Level is not FIPS-140 Compliant;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote Terminal Services doesn&apos.t use Network Level Authentication only.;The remote Terminal Services is not configured to use Network Level Authentication (NLA) only. NLA uses the Credential Security Support Provider (CredSSP) protocol to perform strong server authentication either through TLS/SSL or Kerberos mechanisms, which protect against man-in-the-middle attacks. In addition to improving authentication, NLA also helps protect the remote computer from malicious users and software by completing user authentication before a full RDP connection is established.;Enable Network Level Authentication (NLA) on the remote RDP server. This is generally done on the &apos.Remote&apos. tab of the &apos.System&apos. settings on Windows.;172.17.7.12;3389;CHALLENGE;tcp;Medium;False;;;;Terminal Services Doesn&apos.t Use Network Level Authentication (NLA) Only;http://technet.microsoft.com/en-us/library/cc732713.aspx http://www.nessus.org/u?e2628096;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It was possible to take a &apos.screenshot&apos. of the remote web server.;This plugin renders the view of the remote web site&apos.s main page, as seen from within a web browser.  This plugin is informational only and does not denote a security problem.;n/a;172.17.7.12;80;CHALLENGE;tcp;None;False;;;;Remote web server screenshot;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to enumerate CPE names that matched on the remote system.;By using information obtained from a Nessus scan, this plugin reports CPE (Common Platform Enumeration) matches for various hardware and software products found on a host.   Note that if an official CPE is not available for the product, this plugin computes the best possible CPE based on the information available from the scan.;n/a;172.17.7.12;0;CHALLENGE;tcp;None;False;;;;Common Platform Enumeration (CPE);http://cpe.mitre.org/ https://nvd.nist.gov/cpe.cfm;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote Windows host is affected by an elevation of privilege vulnerability.;The remote Windows host is affected by an elevation of privilege vulnerability in the Security Account Manager (SAM) and Local Security Authority (Domain Policy) (LSAD) protocols due to improper authentication level negotiation over Remote Procedure Call (RPC) channels. A man-in-the-middle attacker able to intercept communications between a client and a server hosting a SAM database can exploit this to force the authentication level to downgrade, allowing the attacker to impersonate an authenticated user and access the SAM database.;Microsoft has released a set of patches for Windows Vista, 2008, 7, 2008 R2, 2012, 8.1, RT 8.1, 2012 R2, and 10.;172.17.7.12;1027;CHALLENGE;tcp;Medium;True;CVE-2016-0128;86002;5.6;MS16-047: Security Update for SAM and LSAD Remote Protocols (3148527) (Badlock) (uncredentialed check);https://technet.microsoft.com/library/security/MS16-047 http://badlock.org/;OSVDB:136339 MSFT:MS16-047 CERT:813296 IAVA:2016-A-0093;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate for this service is for a different host.;The commonName (CN) of the SSL certificate presented on this service is for a different machine.;Purchase or generate a proper certificate for this service.;172.17.7.12;1433;CHALLENGE;tcp;Medium;False;;;;SSL Certificate with Wrong Hostname;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service encrypts communications using SSL.;This plugin detects which SSL ciphers are supported by the remote service for encrypting communications.;n/a;172.17.7.12;1433;CHALLENGE;tcp;None;False;;;;SSL Cipher Suites Supported;https://www.openssl.org/docs/manmaster/apps/ciphers.html http://www.nessus.org/u?7d537016;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate for this service is for a different host.;The commonName (CN) of the SSL certificate presented on this service is for a different machine.;Purchase or generate a proper certificate for this service.;172.17.7.12;3389;CHALLENGE;tcp;Medium;False;;;;SSL Certificate with Wrong Hostname;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to guess the remote device type.;Based on the remote operating system, it is possible to determine what the remote system type is (eg: a printer, router, general-purpose computer, etc).;n/a;172.17.7.12;0;CHALLENGE;tcp;None;False;;;;Device Type;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to guess the remote operating system.;Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP, SNMP, etc.), it is possible to guess the name of the remote operating system in use. It is also possible sometimes to guess the version of the operating system.;n/a;172.17.7.12;0;CHALLENGE;tcp;None;False;;;;OS Identification;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote host is a VMware virtual machine.;According to the MAC address of its network adapter, the remote host is a VMware virtual machine.;Since it is physically accessible through the network, ensure that its configuration matches your organization&apos.s security policy.;172.17.7.12;0;CHALLENGE;tcp;None;False;;;;VMware Virtual Machine Detection;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The manufacturer can be identified from the Ethernet OUI.;Each ethernet MAC address starts with a 24-bit Organizationally Unique Identifier (OUI). These OUIs are registered by IEEE.;n/a;172.17.7.12;0;CHALLENGE;tcp;None;False;;;;Ethernet Card Manufacturer Detection;http://standards.ieee.org/faqs/regauth.html http://www.nessus.org/u?794673b4;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
An SSL certificate in the certificate chain has been signed using a weak hash algorithm.;The remote service uses an SSL certificate chain that has been signed using a cryptographically weak hashing algorithm (e.g. MD2, MD4, MD5, or SHA1). These signature algorithms are known to be vulnerable to collision attacks. An attacker can exploit this to generate another certificate with the same digital signature, allowing an attacker to masquerade as the affected service.  Note that this plugin reports all SSL certificate chains signed with SHA-1 that expire after January 1, 2017 as vulnerable. This is in accordance with Google&apos.s gradual sunsetting of the SHA-1 cryptographic hash algorithm.  Note that certificates in the chain that are contained in the Nessus CA database have been ignored.;Contact the Certificate Authority to have the certificate reissued.;172.17.7.12;1433;CHALLENGE;tcp;Medium;True;CVE-2004-2761;11849 33065;3.5;SSL Certificate Signed Using Weak Hashing Algorithm;http://tools.ietf.org/html/rfc3279 http://www.phreedom.org/research/rogue-ca/ http://technet.microsoft.com/en-us/security/advisory/961509;OSVDB:45106 OSVDB:45108 OSVDB:45127 CERT:836068 CWE:310;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The X.509 certificate chain used by this service contains certificates with RSA keys shorter than 2048 bits.;At least one of the X.509 certificates sent by the remote host has a key that is shorter than 2048 bits. According to industry standards set by the Certification Authority/Browser (CA/B) Forum, certificates issued after January 1, 2014 must be at least 2048 bits.  Some browser SSL implementations may reject keys less than 2048 bits after January 1, 2014. Additionally, some SSL certificate vendors may revoke certificates less than 2048 bits before January 1, 2014.  Note that Nessus will not flag root certificates with RSA keys less than 2048 bits if they were issued prior to December 31, 2010, as the standard considers them exempt.;Replace the certificate in the chain with the RSA key less than 2048 bits in length with a longer key, and reissue any certificates signed by the old certificate.;172.17.7.12;1433;CHALLENGE;tcp;Low;False;;;;SSL Certificate Chain Contains RSA Keys Less Than 2048 bits;https://www.cabforum.org/Baseline_Requirements_V1.pdf;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate chain for this service ends in an unrecognized self-signed certificate.;The X.509 certificate chain for this service is not signed by a recognized certificate authority.  If the remote host is a public host in production, this nullifies the use of SSL as anyone could establish a man-in-the-middle attack against the remote host.   Note that this plugin does not check for certificate chains that end in a certificate that is not self-signed, but is signed by an unrecognized certificate authority.;Purchase or generate a proper certificate for this service.;172.17.7.12;1433;CHALLENGE;tcp;Medium;False;;;;SSL Self-Signed Certificate;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate chain for this service ends in an unrecognized self-signed certificate.;The X.509 certificate chain for this service is not signed by a recognized certificate authority.  If the remote host is a public host in production, this nullifies the use of SSL as anyone could establish a man-in-the-middle attack against the remote host.   Note that this plugin does not check for certificate chains that end in a certificate that is not self-signed, but is signed by an unrecognized certificate authority.;Purchase or generate a proper certificate for this service.;172.17.7.12;3389;CHALLENGE;tcp;Medium;False;;;;SSL Self-Signed Certificate;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate for this service cannot be trusted.;The server&apos.s X.509 certificate does not have a signature from a known public certificate authority.  This situation can occur in three different ways, each of which results in a break in the chain below which certificates cannot be trusted.   First, the top of the certificate chain sent by the server might not be descended from a known public certificate authority.  This can occur either when the top of the chain is an unrecognized, self-signed certificate, or when intermediate certificates are missing that would connect the top of the certificate chain to a known public certificate authority.   Second, the certificate chain may contain a certificate that is not valid at the time of the scan.  This can occur either when the scan occurs before one of the certificate&apos.s &apos.notBefore&apos. dates, or after one of the certificate&apos.s &apos.notAfter&apos. dates.   Third, the certificate chain may contain a signature that either didn&apos.t match the certificate&apos.s information, or could not be verified.  Bad signatures can be fixed by getting the certificate with the bad signature to be re-signed by its issuer.  Signatures that could not be verified are the result of the certificate&apos.s issuer using a signing algorithm that Nessus either does not support or does not recognize.   If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.;Purchase or generate a proper certificate for this service.;172.17.7.12;1433;CHALLENGE;tcp;Medium;False;;;;SSL Certificate Cannot Be Trusted;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate for this service cannot be trusted.;The server&apos.s X.509 certificate does not have a signature from a known public certificate authority.  This situation can occur in three different ways, each of which results in a break in the chain below which certificates cannot be trusted.   First, the top of the certificate chain sent by the server might not be descended from a known public certificate authority.  This can occur either when the top of the chain is an unrecognized, self-signed certificate, or when intermediate certificates are missing that would connect the top of the certificate chain to a known public certificate authority.   Second, the certificate chain may contain a certificate that is not valid at the time of the scan.  This can occur either when the scan occurs before one of the certificate&apos.s &apos.notBefore&apos. dates, or after one of the certificate&apos.s &apos.notAfter&apos. dates.   Third, the certificate chain may contain a signature that either didn&apos.t match the certificate&apos.s information, or could not be verified.  Bad signatures can be fixed by getting the certificate with the bad signature to be re-signed by its issuer.  Signatures that could not be verified are the result of the certificate&apos.s issuer using a signing algorithm that Nessus either does not support or does not recognize.   If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.;Purchase or generate a proper certificate for this service.;172.17.7.12;3389;CHALLENGE;tcp;Medium;False;;;;SSL Certificate Cannot Be Trusted;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
An SSL certificate in the certificate chain has been signed using the SHA-1 hashing algorithm.;The remote service uses an SSL certificate chain that has been signed with SHA-1, a cryptographically weak hashing algorithm. This signature algorithm is known to be vulnerable to collision attacks. An attacker can exploit this to generate another certificate with the same digital signature, allowing an attacker to masquerade as the affected service.  Note that this plugin reports all SSL certificate chains signed with SHA-1 that expire on or between January 1, 2016 and December 31, 2016 as informational. This is in accordance with Google&apos.s gradual sunsetting of the SHA-1 cryptographic hash algorithm.  Note that certificates in the chain that are contained in the Nessus CA database have been ignored.;n/a;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;SSL Certificate Signed Using SHA-1 Algorithm;http://blog.chromium.org/2014/09/gradually-sunsetting-sha-1.html http://tools.ietf.org/html/rfc3279;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
Some information about the remote HTTP configuration can be extracted.;This test gives some information about the remote HTTP protocol - the version used, whether HTTP Keep-Alive and HTTP pipelining are enabled, etc...   This test is informational only and does not denote any security problem.;n/a;172.17.7.12;80;CHALLENGE;tcp;None;False;;;;HyperText Transfer Protocol (HTTP) Information;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A web server is running on the remote host.;This plugin attempts to determine the type and the version of the remote web server.;n/a;172.17.7.12;80;CHALLENGE;tcp;None;False;;;;HTTP Server Type and Version;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
This plugin displays the SSL certificate.;This plugin connects to every SSL-related port and attempts to extract and dump the X.509 certificate.;n/a;172.17.7.12;1433;CHALLENGE;tcp;None;False;;;;SSL Certificate Information;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
This plugin displays the SSL certificate.;This plugin connects to every SSL-related port and attempts to extract and dump the X.509 certificate.;n/a;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;SSL Certificate Information;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service encrypts communications using SSL.;This plugin detects which SSL ciphers are supported by the remote service for encrypting communications.;n/a;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;SSL Cipher Suites Supported;https://www.openssl.org/docs/manmaster/apps/ciphers.html http://www.nessus.org/u?7d537016;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate commonName does not match the host name.;This service presents an SSL certificate for which the &apos.commonName&apos. (CN) does not match the host name on which the service listens.;If the machine has several names, make sure that users connect to the service through the DNS host name that matches the common name in the certificate.;172.17.7.12;1433;CHALLENGE;tcp;None;False;;;;SSL Certificate commonName Mismatch;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate commonName does not match the host name.;This service presents an SSL certificate for which the &apos.commonName&apos. (CN) does not match the host name on which the service listens.;If the machine has several names, make sure that users connect to the service through the DNS host name that matches the common name in the certificate.;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;SSL Certificate commonName Mismatch;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service encrypts communications.;This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.;n/a;172.17.7.12;1433;CHALLENGE;tcp;None;False;;;;SSL / TLS Versions Supported;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
This plugin determines which HTTP methods are allowed on various CGI directories.;By calling the OPTIONS method, it is possible to determine which HTTP methods are allowed on each directory.   As this list may be incomplete, the plugin also tests - if &apos.Thorough tests&apos. are enabled or &apos.Enable web applications tests&apos. is set to &apos.yes&apos. in the scan policy - various known HTTP methods on each directory and considers them as unsupported if it receives a response code of 400, 403, 405, or 501.   Note that the plugin output is only informational and does not necessarily indicate the presence of any security vulnerabilities.;n/a;172.17.7.12;80;CHALLENGE;tcp;None;False;;;;HTTP Methods Allowed (per directory);;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service encrypts communications.;This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.;n/a;172.17.7.12;3389;CHALLENGE;tcp;None;False;;;;SSL / TLS Versions Supported;;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
Signing is not required on the remote SMB server.;Signing is not required on the remote SMB server. An unauthenticated, remote attacker can exploit this to conduct man-in-the-middle attacks against the SMB server.;Enforce message signing in the host&apos.s configuration. On Windows, this is found in the policy setting &apos.Microsoft network server: Digitally sign communications (always)&apos.. On Samba, the setting is called &apos.server signing&apos.. See the &apos.see also&apos. links for further details.;172.17.7.12;445;CHALLENGE;tcp;Medium;False;;;3.7;SMB Signing Disabled;https://support.microsoft.com/en-us/kb/887429 http://technet.microsoft.com/en-us/library/cc731957.aspx http://www.nessus.org/u?74b80723 http://www.samba.org/samba/docs/man/manpages-3/smb.conf.5.html http://www.nessus.org/u?a3cac4ea;;00:0c:29:8b:8f:29;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
