Vulnerabilidad;Descripción;Solución;Dirección IP;Puerto;Nombre;Protocolo;Severidad;Explotable;cve;bid;Puntaje cvss;Nombre del plug-in;Información adicional;xref;Dirección mac;Sistema operativo;
The remote host allows SSL/TLS connections with one or more Diffie-Hellman moduli less than or equal to 1024 bits.;The remote host allows SSL/TLS connections with one or more Diffie-Hellman moduli less than or equal to 1024 bits. Through cryptanalysis, a third party may be able to find the shared secret in a short amount of time (depending on modulus size and attacker resources). This may allow an attacker to recover the plaintext or potentially violate the integrity of connections.;Reconfigure the service to use a unique Diffie-Hellman moduli of 2048 bits or greater.;10.1.2.101;3389;HEINKEL;tcp;Low;False;CVE-2015-4000;74733;;SSL/TLS Diffie-Hellman Modulus &lt.= 1024 Bits (Logjam);http://weakdh.org/;OSVDB:122331;;Microsoft Windows Server 2012 R2 Standard;
The remote service supports the use of the RC4 cipher.;The remote host supports the use of RC4 in one or more cipher suites. The RC4 cipher is flawed in its generation of a pseudo-random stream of bytes so that a wide variety of small biases are introduced into the stream, decreasing its randomness.  If plaintext is repeatedly encrypted (e.g., HTTP cookies), and an attacker is able to obtain many (i.e., tens of millions) ciphertexts, the attacker may be able to derive the plaintext.;Reconfigure the affected application, if possible, to avoid use of RC4 ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser and web server support.;10.1.2.101;3389;HEINKEL;tcp;Low;False;CVE-2013-2566 CVE-2015-2808;58796 73684;2.3;SSL RC4 Cipher Suites Supported (Bar Mitzvah);http://www.nessus.org/u?217a3666 http://cr.yp.to/talks/2013.03.12/slides.pdf http://www.isg.rhul.ac.uk/tls/ http://www.imperva.com/docs/HII_Attacking_SSL_when_using_RC4.pdf;OSVDB:91162 OSVDB:117855;;Microsoft Windows Server 2012 R2 Standard;
The SSL certificate chain for this service ends in an unrecognized self-signed certificate.;The X.509 certificate chain for this service is not signed by a recognized certificate authority.  If the remote host is a public host in production, this nullifies the use of SSL as anyone could establish a man-in-the-middle attack against the remote host.   Note that this plugin does not check for certificate chains that end in a certificate that is not self-signed, but is signed by an unrecognized certificate authority.;Purchase or generate a proper certificate for this service.;10.1.2.101;3389;HEINKEL;tcp;Medium;False;;;;SSL Self-Signed Certificate;;;;Microsoft Windows Server 2012 R2 Standard;
The SSL certificate for this service cannot be trusted.;The server&apos.s X.509 certificate does not have a signature from a known public certificate authority.  This situation can occur in three different ways, each of which results in a break in the chain below which certificates cannot be trusted.   First, the top of the certificate chain sent by the server might not be descended from a known public certificate authority.  This can occur either when the top of the chain is an unrecognized, self-signed certificate, or when intermediate certificates are missing that would connect the top of the certificate chain to a known public certificate authority.   Second, the certificate chain may contain a certificate that is not valid at the time of the scan.  This can occur either when the scan occurs before one of the certificate&apos.s &apos.notBefore&apos. dates, or after one of the certificate&apos.s &apos.notAfter&apos. dates.   Third, the certificate chain may contain a signature that either didn&apos.t match the certificate&apos.s information, or could not be verified.  Bad signatures can be fixed by getting the certificate with the bad signature to be re-signed by its issuer.  Signatures that could not be verified are the result of the certificate&apos.s issuer using a signing algorithm that Nessus either does not support or does not recognize.   If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.;Purchase or generate a proper certificate for this service.;10.1.2.101;3389;HEINKEL;tcp;Medium;False;;;;SSL Certificate Cannot Be Trusted;;;;Microsoft Windows Server 2012 R2 Standard;
Signing is not required on the remote SMB server.;Signing is not required on the remote SMB server. An unauthenticated, remote attacker can exploit this to conduct man-in-the-middle attacks against the SMB server.;Enforce message signing in the host&apos.s configuration. On Windows, this is found in the policy setting &apos.Microsoft network server: Digitally sign communications (always)&apos.. On Samba, the setting is called &apos.server signing&apos.. See the &apos.see also&apos. links for further details.;10.1.2.101;445;HEINKEL;tcp;Medium;False;;;3.7;SMB Signing Disabled;https://support.microsoft.com/en-us/kb/887429 http://technet.microsoft.com/en-us/library/cc731957.aspx http://www.nessus.org/u?74b80723 http://www.samba.org/samba/docs/man/manpages-3/smb.conf.5.html http://www.nessus.org/u?a3cac4ea;;;Microsoft Windows Server 2012 R2 Standard;
It is possible to obtain sensitive information from the remote host with SSL/TLS-enabled services.;The remote host is affected by a man-in-the-middle (MitM) information disclosure vulnerability known as POODLE. The vulnerability is due to the way SSL 3.0 handles padding bytes when decrypting messages encrypted using block ciphers in cipher block chaining (CBC) mode. MitM attackers can decrypt a selected byte of a cipher text in as few as 256 tries if they are able to force a victim application to repeatedly send the same data over newly created SSL 3.0 connections.  As long as a client and service both support SSLv3, a connection can be &apos.rolled back&apos. to SSLv3, even if TLSv1 or newer is supported by the client and service.  The TLS Fallback SCSV mechanism prevents &apos.version rollback&apos. attacks without impacting legacy clients. however, it can only protect connections when the client and service support the mechanism. Sites that cannot disable SSLv3 immediately should enable this mechanism.  This is a vulnerability in the SSLv3 specification, not in any particular SSL implementation. Disabling SSLv3 is the only way to completely mitigate the vulnerability.;Disable SSLv3.  Services that must support SSLv3 should enable the TLS Fallback SCSV mechanism until SSLv3 can be disabled.;10.1.2.100;1433;SOLMAN;tcp;Medium;True;CVE-2014-3566;70574;3.7;SSLv3 Padding Oracle On Downgraded Legacy Encryption Vulnerability (POODLE);https://www.imperialviolet.org/2014/10/14/poodle.html https://www.openssl.org/~bodo/ssl-poodle.pdf https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00;OSVDB:113251 CERT:577193;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service supports the use of the RC4 cipher.;The remote host supports the use of RC4 in one or more cipher suites. The RC4 cipher is flawed in its generation of a pseudo-random stream of bytes so that a wide variety of small biases are introduced into the stream, decreasing its randomness.  If plaintext is repeatedly encrypted (e.g., HTTP cookies), and an attacker is able to obtain many (i.e., tens of millions) ciphertexts, the attacker may be able to derive the plaintext.;Reconfigure the affected application, if possible, to avoid use of RC4 ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser and web server support.;10.1.2.100;1433;SOLMAN;tcp;Low;False;CVE-2013-2566 CVE-2015-2808;58796 73684;2.3;SSL RC4 Cipher Suites Supported (Bar Mitzvah);http://www.nessus.org/u?217a3666 http://cr.yp.to/talks/2013.03.12/slides.pdf http://www.isg.rhul.ac.uk/tls/ http://www.imperva.com/docs/HII_Attacking_SSL_when_using_RC4.pdf;OSVDB:91162 OSVDB:117855;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service supports the use of the RC4 cipher.;The remote host supports the use of RC4 in one or more cipher suites. The RC4 cipher is flawed in its generation of a pseudo-random stream of bytes so that a wide variety of small biases are introduced into the stream, decreasing its randomness.  If plaintext is repeatedly encrypted (e.g., HTTP cookies), and an attacker is able to obtain many (i.e., tens of millions) ciphertexts, the attacker may be able to derive the plaintext.;Reconfigure the affected application, if possible, to avoid use of RC4 ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser and web server support.;10.1.2.100;3389;SOLMAN;tcp;Low;False;CVE-2013-2566 CVE-2015-2808;58796 73684;2.3;SSL RC4 Cipher Suites Supported (Bar Mitzvah);http://www.nessus.org/u?217a3666 http://cr.yp.to/talks/2013.03.12/slides.pdf http://www.isg.rhul.ac.uk/tls/ http://www.imperva.com/docs/HII_Attacking_SSL_when_using_RC4.pdf;OSVDB:91162 OSVDB:117855;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service encrypts traffic using a protocol with known weaknesses.;The remote service accepts connections encrypted using SSL 2.0 and/or SSL 3.0. These versions of SSL are affected by several cryptographic flaws. An attacker can exploit these flaws to conduct man-in-the-middle attacks or to decrypt communications between the affected service and clients.  NIST has determined that SSL 3.0 is no longer acceptable for secure communications. As of the date of enforcement found in PCI DSS v3.1, any version of SSL will not meet the PCI SSC&apos.S definition of &apos.strong cryptography&apos..;Consult the application&apos.s documentation to disable SSL 2.0 and 3.0. Use TLS 1.1 (with approved cipher suites) or higher instead.;10.1.2.100;1433;SOLMAN;tcp;Medium;False;;;;SSL Version 2 and 3 Protocol Detection;http://www.schneier.com/paper-ssl.pdf http://support.microsoft.com/kb/187498 http://www.nessus.org/u?247c4540 https://www.openssl.org/~bodo/ssl-poodle.pdf http://www.nessus.org/u?5d15ba70 https://www.imperialviolet.org/2014/10/14/poodle.html https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00;;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate for this service is for a different host.;The commonName (CN) of the SSL certificate presented on this service is for a different machine.;Purchase or generate a proper certificate for this service.;10.1.2.100;1433;SOLMAN;tcp;Medium;False;;;;SSL Certificate with Wrong Hostname;;;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The X.509 certificate chain used by this service contains certificates with RSA keys shorter than 2048 bits.;At least one of the X.509 certificates sent by the remote host has a key that is shorter than 2048 bits. According to industry standards set by the Certification Authority/Browser (CA/B) Forum, certificates issued after January 1, 2014 must be at least 2048 bits.  Some browser SSL implementations may reject keys less than 2048 bits after January 1, 2014. Additionally, some SSL certificate vendors may revoke certificates less than 2048 bits before January 1, 2014.  Note that Nessus will not flag root certificates with RSA keys less than 2048 bits if they were issued prior to December 31, 2010, as the standard considers them exempt.;Replace the certificate in the chain with the RSA key less than 2048 bits in length with a longer key, and reissue any certificates signed by the old certificate.;10.1.2.100;1433;SOLMAN;tcp;Low;False;;;;SSL Certificate Chain Contains RSA Keys Less Than 2048 bits;https://www.cabforum.org/Baseline_Requirements_V1.pdf;;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
An SSL certificate in the certificate chain has been signed using a weak hash algorithm.;The remote service uses an SSL certificate chain that has been signed using a cryptographically weak hashing algorithm (e.g. MD2, MD4, MD5, or SHA1). These signature algorithms are known to be vulnerable to collision attacks. An attacker can exploit this to generate another certificate with the same digital signature, allowing an attacker to masquerade as the affected service.  Note that this plugin reports all SSL certificate chains signed with SHA-1 that expire after January 1, 2017 as vulnerable. This is in accordance with Google&apos.s gradual sunsetting of the SHA-1 cryptographic hash algorithm.  Note that certificates in the chain that are contained in the Nessus CA database have been ignored.;Contact the Certificate Authority to have the certificate reissued.;10.1.2.100;1433;SOLMAN;tcp;Medium;True;CVE-2004-2761;11849 33065;3.5;SSL Certificate Signed Using Weak Hashing Algorithm;http://tools.ietf.org/html/rfc3279 http://www.phreedom.org/research/rogue-ca/ http://technet.microsoft.com/en-us/security/advisory/961509;OSVDB:45106 OSVDB:45108 OSVDB:45127 CERT:836068 CWE:310;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate chain for this service ends in an unrecognized self-signed certificate.;The X.509 certificate chain for this service is not signed by a recognized certificate authority.  If the remote host is a public host in production, this nullifies the use of SSL as anyone could establish a man-in-the-middle attack against the remote host.   Note that this plugin does not check for certificate chains that end in a certificate that is not self-signed, but is signed by an unrecognized certificate authority.;Purchase or generate a proper certificate for this service.;10.1.2.100;1433;SOLMAN;tcp;Medium;False;;;;SSL Self-Signed Certificate;;;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate chain for this service ends in an unrecognized self-signed certificate.;The X.509 certificate chain for this service is not signed by a recognized certificate authority.  If the remote host is a public host in production, this nullifies the use of SSL as anyone could establish a man-in-the-middle attack against the remote host.   Note that this plugin does not check for certificate chains that end in a certificate that is not self-signed, but is signed by an unrecognized certificate authority.;Purchase or generate a proper certificate for this service.;10.1.2.100;3389;SOLMAN;tcp;Medium;False;;;;SSL Self-Signed Certificate;;;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate for this service cannot be trusted.;The server&apos.s X.509 certificate does not have a signature from a known public certificate authority.  This situation can occur in three different ways, each of which results in a break in the chain below which certificates cannot be trusted.   First, the top of the certificate chain sent by the server might not be descended from a known public certificate authority.  This can occur either when the top of the chain is an unrecognized, self-signed certificate, or when intermediate certificates are missing that would connect the top of the certificate chain to a known public certificate authority.   Second, the certificate chain may contain a certificate that is not valid at the time of the scan.  This can occur either when the scan occurs before one of the certificate&apos.s &apos.notBefore&apos. dates, or after one of the certificate&apos.s &apos.notAfter&apos. dates.   Third, the certificate chain may contain a signature that either didn&apos.t match the certificate&apos.s information, or could not be verified.  Bad signatures can be fixed by getting the certificate with the bad signature to be re-signed by its issuer.  Signatures that could not be verified are the result of the certificate&apos.s issuer using a signing algorithm that Nessus either does not support or does not recognize.   If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.;Purchase or generate a proper certificate for this service.;10.1.2.100;1433;SOLMAN;tcp;Medium;False;;;;SSL Certificate Cannot Be Trusted;;;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The SSL certificate for this service cannot be trusted.;The server&apos.s X.509 certificate does not have a signature from a known public certificate authority.  This situation can occur in three different ways, each of which results in a break in the chain below which certificates cannot be trusted.   First, the top of the certificate chain sent by the server might not be descended from a known public certificate authority.  This can occur either when the top of the chain is an unrecognized, self-signed certificate, or when intermediate certificates are missing that would connect the top of the certificate chain to a known public certificate authority.   Second, the certificate chain may contain a certificate that is not valid at the time of the scan.  This can occur either when the scan occurs before one of the certificate&apos.s &apos.notBefore&apos. dates, or after one of the certificate&apos.s &apos.notAfter&apos. dates.   Third, the certificate chain may contain a signature that either didn&apos.t match the certificate&apos.s information, or could not be verified.  Bad signatures can be fixed by getting the certificate with the bad signature to be re-signed by its issuer.  Signatures that could not be verified are the result of the certificate&apos.s issuer using a signing algorithm that Nessus either does not support or does not recognize.   If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.;Purchase or generate a proper certificate for this service.;10.1.2.100;3389;SOLMAN;tcp;Medium;False;;;;SSL Certificate Cannot Be Trusted;;;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
Signing is not required on the remote SMB server.;Signing is not required on the remote SMB server. An unauthenticated, remote attacker can exploit this to conduct man-in-the-middle attacks against the SMB server.;Enforce message signing in the host&apos.s configuration. On Windows, this is found in the policy setting &apos.Microsoft network server: Digitally sign communications (always)&apos.. On Samba, the setting is called &apos.server signing&apos.. See the &apos.see also&apos. links for further details.;10.1.2.100;445;SOLMAN;tcp;Medium;False;;;3.7;SMB Signing Disabled;https://support.microsoft.com/en-us/kb/887429 http://technet.microsoft.com/en-us/library/cc731957.aspx http://www.nessus.org/u?74b80723 http://www.samba.org/samba/docs/man/manpages-3/smb.conf.5.html http://www.nessus.org/u?a3cac4ea;;00:50:56:84:3f:70;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote host allows SSL/TLS connections with one or more Diffie-Hellman moduli less than or equal to 1024 bits.;The remote host allows SSL/TLS connections with one or more Diffie-Hellman moduli less than or equal to 1024 bits. Through cryptanalysis, a third party may be able to find the shared secret in a short amount of time (depending on modulus size and attacker resources). This may allow an attacker to recover the plaintext or potentially violate the integrity of connections.;Reconfigure the service to use a unique Diffie-Hellman moduli of 2048 bits or greater.;10.1.2.91;443;SPICEWORKS;tcp;Low;False;CVE-2015-4000;74733;;SSL/TLS Diffie-Hellman Modulus &lt.= 1024 Bits (Logjam);http://weakdh.org/;OSVDB:122331;00:50:56:84:e5:76;Microsoft Windows Server 2012 Standard;
The remote host allows SSL/TLS connections with one or more Diffie-Hellman moduli less than or equal to 1024 bits.;The remote host allows SSL/TLS connections with one or more Diffie-Hellman moduli less than or equal to 1024 bits. Through cryptanalysis, a third party may be able to find the shared secret in a short amount of time (depending on modulus size and attacker resources). This may allow an attacker to recover the plaintext or potentially violate the integrity of connections.;Reconfigure the service to use a unique Diffie-Hellman moduli of 2048 bits or greater.;10.1.2.91;9443;SPICEWORKS;tcp;Low;False;CVE-2015-4000;74733;;SSL/TLS Diffie-Hellman Modulus &lt.= 1024 Bits (Logjam);http://weakdh.org/;OSVDB:122331;00:50:56:84:e5:76;Microsoft Windows Server 2012 Standard;
The SSL certificate for this service is for a different host.;The commonName (CN) of the SSL certificate presented on this service is for a different machine.;Purchase or generate a proper certificate for this service.;10.1.2.91;443;SPICEWORKS;tcp;Medium;False;;;;SSL Certificate with Wrong Hostname;;;00:50:56:84:e5:76;Microsoft Windows Server 2012 Standard;
The SSL certificate for this service is for a different host.;The commonName (CN) of the SSL certificate presented on this service is for a different machine.;Purchase or generate a proper certificate for this service.;10.1.2.91;8443;SPICEWORKS;tcp;Medium;False;;;;SSL Certificate with Wrong Hostname;;;00:50:56:84:e5:76;Microsoft Windows Server 2012 Standard;
The SSL certificate for this service is for a different host.;The commonName (CN) of the SSL certificate presented on this service is for a different machine.;Purchase or generate a proper certificate for this service.;10.1.2.91;9443;SPICEWORKS;tcp;Medium;False;;;;SSL Certificate with Wrong Hostname;;;00:50:56:84:e5:76;Microsoft Windows Server 2012 Standard;
The remote Apache Tomcat server is affected by multiple vulnerabilities.;According to its self-reported version number, the Apache Tomcat service listening on the remote host is 7.0.x prior to 7.0.57. It is, therefore, affected by the following vulnerabilities :    - A memory double-free error exists in &apos.d1_both.c&apos. related     to handling DTLS packets that allows denial of service     attacks. (CVE-2014-3505)    - An unspecified error exists in &apos.d1_both.c&apos. related to     handling DTLS handshake messages that allows denial of     service attacks due to large amounts of memory being     consumed. (CVE-2014-3506)    - A memory leak error exists in &apos.d1_both.c&apos. related to     handling specially crafted DTLS packets that allows     denial of service attacks. (CVE-2014-3507)    - An error exists in the &apos.OBJ_obj2txt&apos. function when     various &apos.X509_name_*&apos. pretty printing functions are     used, which leak process stack data, resulting in an     information disclosure. (CVE-2014-3508)    - An error exists related to &apos.ec point format extension&apos.     handling and multithreaded clients that allows freed     memory to be overwritten during a resumed session.     (CVE-2014-3509)    - A NULL pointer dereference error exists related to     handling anonymous ECDH cipher suites and crafted     handshake messages that allows denial of service attacks     against clients. (CVE-2014-3510)    - An error exists related to handling fragmented     &apos.ClientHello&apos. messages that allows a man-in-the-middle     attacker to force usage of TLS 1.0 regardless of higher     protocol levels being supported by both the server and     the client. (CVE-2014-3511)    - Buffer overflow errors exist in &apos.srp_lib.c&apos. related to     handling Secure Remote Password protocol (SRP)     parameters, which can allow a denial of service or have     other unspecified impact. (CVE-2014-3512)    - A memory leak issue exists in &apos.d1_srtp.c&apos. related to     the DTLS SRTP extension handling and specially crafted     handshake messages that can allow denial of service     attacks. (CVE-2014-3513)    - An error exists related to the way SSL 3.0 handles     padding bytes when decrypting messages encrypted using     block ciphers in cipher block chaining (CBC) mode.     Man-in-the-middle attackers can decrypt a selected byte     of a cipher text in as few as 256 tries if they are able     to force a victim application to repeatedly send the     same data over newly created SSL 3.0 connections. This     is also known as the &apos.POODLE&apos. issue. (CVE-2014-3566)    - A memory leak issue exists in &apos.t1_lib.c&apos. related to     session ticket handling that can allow denial of service     attacks. (CVE-2014-3567)    - An error exists related to the build configuration     process and the &apos.no-ssl3&apos. build option that allows     servers and clients to process insecure SSL 3.0     handshake messages. (CVE-2014-3568)    - A NULL pointer dereference error exists in &apos.t1_lib.c&apos.,     related to handling Secure Remote Password protocol     (SRP) ServerHello messages, which allows a malicious     server to crash a client, resulting in a denial of     service. (CVE-2014-5139)  Note that Nessus has not attempted to exploit these issues but has instead relied only on the application&apos.s self-reported version number.;Update to Apache Tomcat version 7.0.57 or later.;10.1.2.91;8880;SPICEWORKS;tcp;High;False;CVE-2014-3505 CVE-2014-3506 CVE-2014-3507 CVE-2014-3508 CVE-2014-3509 CVE-2014-3510 CVE-2014-3511 CVE-2014-3512 CVE-2014-3513 CVE-2014-3566 CVE-2014-3567 CVE-2014-3568 CVE-2014-5139;69075 69076 69077 69078 69079 69081 69082 69083 69084 70574 70584 70585 70586;6.5;Apache Tomcat 7.0.x &lt. 7.0.57 Multiple Vulnerabilities (POODLE);http://tomcat.apache.org/tomcat-7.0-doc/changelog.html https://www.imperialviolet.org/2014/10/14/poodle.html https://www.openssl.org/~bodo/ssl-poodle.pdf https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00;OSVDB:109891 OSVDB:109892 OSVDB:109893 OSVDB:109894 OSVDB:109895 OSVDB:109896 OSVDB:109897 OSVDB:109898 OSVDB:109902 OSVDB:113251 OSVDB:113373 OSVDB:113374 OSVDB:113377 CERT:577193;00:50:56:84:e5:76;Microsoft Windows Server 2012 Standard;
The remote Apache Tomcat server is affected by multiple vulnerabilities.;According to its self-reported version number, the Apache Tomcat service listening on the remote host is 7.0.x prior to 7.0.57. It is, therefore, affected by the following vulnerabilities :    - A memory double-free error exists in &apos.d1_both.c&apos. related     to handling DTLS packets that allows denial of service     attacks. (CVE-2014-3505)    - An unspecified error exists in &apos.d1_both.c&apos. related to     handling DTLS handshake messages that allows denial of     service attacks due to large amounts of memory being     consumed. (CVE-2014-3506)    - A memory leak error exists in &apos.d1_both.c&apos. related to     handling specially crafted DTLS packets that allows     denial of service attacks. (CVE-2014-3507)    - An error exists in the &apos.OBJ_obj2txt&apos. function when     various &apos.X509_name_*&apos. pretty printing functions are     used, which leak process stack data, resulting in an     information disclosure. (CVE-2014-3508)    - An error exists related to &apos.ec point format extension&apos.     handling and multithreaded clients that allows freed     memory to be overwritten during a resumed session.     (CVE-2014-3509)    - A NULL pointer dereference error exists related to     handling anonymous ECDH cipher suites and crafted     handshake messages that allows denial of service attacks     against clients. (CVE-2014-3510)    - An error exists related to handling fragmented     &apos.ClientHello&apos. messages that allows a man-in-the-middle     attacker to force usage of TLS 1.0 regardless of higher     protocol levels being supported by both the server and     the client. (CVE-2014-3511)    - Buffer overflow errors exist in &apos.srp_lib.c&apos. related to     handling Secure Remote Password protocol (SRP)     parameters, which can allow a denial of service or have     other unspecified impact. (CVE-2014-3512)    - A memory leak issue exists in &apos.d1_srtp.c&apos. related to     the DTLS SRTP extension handling and specially crafted     handshake messages that can allow denial of service     attacks. (CVE-2014-3513)    - An error exists related to the way SSL 3.0 handles     padding bytes when decrypting messages encrypted using     block ciphers in cipher block chaining (CBC) mode.     Man-in-the-middle attackers can decrypt a selected byte     of a cipher text in as few as 256 tries if they are able     to force a victim application to repeatedly send the     same data over newly created SSL 3.0 connections. This     is also known as the &apos.POODLE&apos. issue. (CVE-2014-3566)    - A memory leak issue exists in &apos.t1_lib.c&apos. related to     session ticket handling that can allow denial of service     attacks. (CVE-2014-3567)    - An error exists related to the build configuration     process and the &apos.no-ssl3&apos. build option that allows     servers and clients to process insecure SSL 3.0     handshake messages. (CVE-2014-3568)    - A NULL pointer dereference error exists in &apos.t1_lib.c&apos.,     related to handling Secure Remote Password protocol     (SRP) ServerHello messages, which allows a malicious     server to crash a client, resulting in a denial of     service. (CVE-2014-5139)  Note that Nessus has not attempted to exploit these issues but has instead relied only on the application&apos.s self-reported version number.;Update to Apache Tomcat version 7.0.57 or later.;10.1.2.91;8443;SPICEWORKS;tcp;High;False;CVE-2014-3505 CVE-2014-3506 CVE-2014-3507 CVE-2014-3508 CVE-2014-3509 CVE-2014-3510 CVE-2014-3511 CVE-2014-3512 CVE-2014-3513 CVE-2014-3566 CVE-2014-3567 CVE-2014-3568 CVE-2014-5139;69075 69076 69077 69078 69079 69081 69082 69083 69084 70574 70584 70585 70586;6.5;Apache Tomcat 7.0.x &lt. 7.0.57 Multiple Vulnerabilities (POODLE);http://tomcat.apache.org/tomcat-7.0-doc/changelog.html https://www.imperialviolet.org/2014/10/14/poodle.html https://www.openssl.org/~bodo/ssl-poodle.pdf https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00;OSVDB:109891 OSVDB:109892 OSVDB:109893 OSVDB:109894 OSVDB:109895 OSVDB:109896 OSVDB:109897 OSVDB:109898 OSVDB:109902 OSVDB:113251 OSVDB:113373 OSVDB:113374 OSVDB:113377 CERT:577193;00:50:56:84:e5:76;Microsoft Windows Server 2012 Standard;
The remote Apache Tomcat server is affected by multiple vulnerabilities.;According to its self-reported version number, the Apache Tomcat service listening on the remote host is 7.0.x prior to 7.0.57. It is, therefore, affected by the following vulnerabilities :    - A memory double-free error exists in &apos.d1_both.c&apos. related     to handling DTLS packets that allows denial of service     attacks. (CVE-2014-3505)    - An unspecified error exists in &apos.d1_both.c&apos. related to     handling DTLS handshake messages that allows denial of     service attacks due to large amounts of memory being     consumed. (CVE-2014-3506)    - A memory leak error exists in &apos.d1_both.c&apos. related to     handling specially crafted DTLS packets that allows     denial of service attacks. (CVE-2014-3507)    - An error exists in the &apos.OBJ_obj2txt&apos. function when     various &apos.X509_name_*&apos. pretty printing functions are     used, which leak process stack data, resulting in an     information disclosure. (CVE-2014-3508)    - An error exists related to &apos.ec point format extension&apos.     handling and multithreaded clients that allows freed     memory to be overwritten during a resumed session.     (CVE-2014-3509)    - A NULL pointer dereference error exists related to     handling anonymous ECDH cipher suites and crafted     handshake messages that allows denial of service attacks     against clients. (CVE-2014-3510)    - An error exists related to handling fragmented     &apos.ClientHello&apos. messages that allows a man-in-the-middle     attacker to force usage of TLS 1.0 regardless of higher     protocol levels being supported by both the server and     the client. (CVE-2014-3511)    - Buffer overflow errors exist in &apos.srp_lib.c&apos. related to     handling Secure Remote Password protocol (SRP)     parameters, which can allow a denial of service or have     other unspecified impact. (CVE-2014-3512)    - A memory leak issue exists in &apos.d1_srtp.c&apos. related to     the DTLS SRTP extension handling and specially crafted     handshake messages that can allow denial of service     attacks. (CVE-2014-3513)    - An error exists related to the way SSL 3.0 handles     padding bytes when decrypting messages encrypted using     block ciphers in cipher block chaining (CBC) mode.     Man-in-the-middle attackers can decrypt a selected byte     of a cipher text in as few as 256 tries if they are able     to force a victim application to repeatedly send the     same data over newly created SSL 3.0 connections. This     is also known as the &apos.POODLE&apos. issue. (CVE-2014-3566)    - A memory leak issue exists in &apos.t1_lib.c&apos. related to     session ticket handling that can allow denial of service     attacks. (CVE-2014-3567)    - An error exists related to the build configuration     process and the &apos.no-ssl3&apos. build option that allows     servers and clients to process insecure SSL 3.0     handshake messages. (CVE-2014-3568)    - A NULL pointer dereference error exists in &apos.t1_lib.c&apos.,     related to handling Secure Remote Password protocol     (SRP) ServerHello messages, which allows a malicious     server to crash a client, resulting in a denial of     service. (CVE-2014-5139)  Note that Nessus has not attempted to exploit these issues but has instead relied only on the application&apos.s self-reported version number.;Update to Apache Tomcat version 7.0.57 or later.;10.1.2.91;8080;SPICEWORKS;tcp;High;False;CVE-2014-3505 CVE-2014-3506 CVE-2014-3507 CVE-2014-3508 CVE-2014-3509 CVE-2014-3510 CVE-2014-3511 CVE-2014-3512 CVE-2014-3513 CVE-2014-3566 CVE-2014-3567 CVE-2014-3568 CVE-2014-5139;69075 69076 69077 69078 69079 69081 69082 69083 69084 70574 70584 70585 70586;6.5;Apache Tomcat 7.0.x &lt. 7.0.57 Multiple Vulnerabilities (POODLE);http://tomcat.apache.org/tomcat-7.0-doc/changelog.html https://www.imperialviolet.org/2014/10/14/poodle.html https://www.openssl.org/~bodo/ssl-poodle.pdf https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00;OSVDB:109891 OSVDB:109892 OSVDB:109893 OSVDB:109894 OSVDB:109895 OSVDB:109896 OSVDB:109897 OSVDB:109898 OSVDB:109902 OSVDB:113251 OSVDB:113373 OSVDB:113374 OSVDB:113377 CERT:577193;00:50:56:84:e5:76;Microsoft Windows Server 2012 Standard;
